"","MSOA11CD.row","tuesday.12pm15","tuesday.12pm30","tuesday.12pm45","tuesday.12pm60","tuesday.12pm75","tuesday.12pm90"
"3668",6558,NA,NA,NA,NA,1,1
"3669",6559,NA,NA,NA,1,1,1
"3671",6560,NA,1,1,2,2,2
"3672",6561,NA,NA,NA,2,2,2
"3673",6562,NA,NA,NA,NA,1,1
"3674",6563,NA,NA,1,2,2,2
"3675",6564,NA,NA,1,2,2,4
"3676",6567,NA,1,1,1,1,3
"3677",6568,NA,1,1,1,2,3
"3678",6569,NA,1,1,1,1,3
"3680",6573,NA,NA,NA,1,1,1
"3681",6576,NA,NA,NA,1,1,1
"3682",6577,NA,NA,NA,1,1,1
"3683",6578,NA,NA,NA,1,1,1
"3684",6579,NA,NA,1,1,1,1
"3686",6580,NA,NA,NA,NA,1,1
"3687",6584,NA,NA,NA,1,3,3
"3688",6585,NA,NA,NA,NA,1,1
"3689",6586,NA,NA,NA,1,1,3
"3690",6587,NA,NA,NA,NA,NA,1
"3691",6588,NA,NA,NA,1,1,3
"3693",6590,NA,NA,NA,1,1,1
"3694",6591,NA,NA,NA,NA,1,3
"3695",6592,NA,NA,NA,NA,1,1
"3696",6594,NA,NA,1,2,2,2
"3697",6595,NA,NA,1,1,2,2
"3698",6596,NA,NA,1,1,1,2
"3699",6597,NA,NA,1,1,2,2
"3700",6598,NA,NA,1,1,2,2
"3701",6599,NA,NA,1,1,1,2
"3704",6600,NA,1,1,2,2,2
"3705",6601,NA,NA,NA,1,1,2
"3706",6602,NA,NA,1,1,1,2
"3707",6603,NA,NA,NA,1,1,2
"3708",6604,NA,1,1,1,2,2
"3709",6605,NA,1,1,1,1,2
"3710",6606,NA,1,1,1,1,2
"3711",6607,1,1,1,1,1,2
"3713",6611,NA,NA,NA,NA,1,2
"3714",6612,NA,NA,1,2,2,2
"3715",6613,NA,NA,1,2,2,2
"3716",6614,NA,NA,1,2,2,2
"3717",6618,NA,NA,NA,NA,NA,1
"3720",6632,NA,NA,NA,NA,1,1
"3721",6635,NA,NA,NA,NA,NA,1
"3723",6640,NA,2,2,3,7,12
"3724",6641,NA,2,2,2,9,13
"3725",6642,NA,NA,2,6,10,15
"3726",6643,NA,NA,3,6,10,17
"3727",6644,NA,NA,4,5,7,15
"3728",6645,NA,2,3,6,8,12
"3729",6648,NA,1,2,3,8,11
"3731",6651,NA,1,3,12,19,24
"3732",6652,NA,2,4,12,26,29
"3733",6653,NA,NA,3,5,13,18
"3734",6654,NA,NA,4,10,16,22
"3735",6655,NA,1,2,8,11,16
"3736",6656,NA,NA,1,7,15,21
"3737",6657,NA,NA,6,10,18,24
"3738",6658,NA,3,3,6,8,14
"3739",6659,NA,2,3,5,7,12
"3741",6660,2,2,13,24,32,40
"3742",6661,1,3,11,21,29,37
"3743",6662,NA,NA,1,2,3,3
"3744",6665,NA,NA,2,2,2,4
"3745",6666,NA,NA,1,2,2,2
"3746",6667,NA,NA,2,3,5,5
"3747",6668,NA,NA,1,3,3,5
"3749",6670,NA,NA,1,1,1,1
"3750",6671,NA,NA,1,1,1,1
"3751",6673,NA,NA,1,1,1,1
"3752",6675,NA,NA,1,1,1,1
"3753",6676,NA,NA,1,1,1,1
"3754",6677,NA,NA,1,1,1,1
"3755",6678,NA,NA,1,1,1,1
"3756",6679,NA,NA,NA,NA,2,2
"3758",6680,NA,NA,NA,2,2,2
"3759",6682,NA,NA,NA,NA,2,3
"3760",6686,NA,NA,NA,NA,1,1
"3762",6694,NA,1,1,2,5,9
"3763",6695,NA,NA,1,3,4,7
"3764",6699,NA,1,1,3,4,4
"3767",6700,NA,1,2,4,4,4
"3768",6701,NA,4,4,5,5,5
"3769",6702,1,2,4,5,5,5
"3770",6708,NA,1,1,1,1,1
"3771",6709,NA,1,1,1,1,1
"3773",6710,NA,NA,NA,1,2,4
"3774",6711,NA,NA,7,13,19,26
"3775",6712,NA,5,11,20,30,37
"3776",6713,NA,NA,NA,NA,NA,1
"3777",6714,NA,NA,NA,NA,1,1
"3778",6715,NA,NA,2,2,2,2
"3779",6716,NA,NA,2,2,2,2
"3780",6717,NA,NA,NA,1,5,5
"3781",6718,NA,NA,NA,1,1,1
"3782",6719,NA,NA,1,1,2,6
"3784",6726,NA,2,4,5,5,5
"3785",6727,NA,NA,2,5,5,5
"3786",6728,NA,NA,NA,NA,1,1
"3787",6729,NA,1,1,NA,1,1
"3789",6731,NA,NA,2,2,6,6
"3790",6733,NA,1,1,5,6,6
"3791",6734,NA,NA,3,4,6,6
"3792",6735,NA,1,1,2,2,3
"3793",6736,NA,NA,1,1,1,1
"3794",6737,1,1,1,1,1,1
"3795",6738,1,1,1,1,1,1
"3796",6739,NA,1,1,1,1,2
"3798",6740,1,1,2,4,13,16
"3799",6741,NA,1,1,1,1,1
"3800",6742,NA,NA,NA,NA,1,1
"3801",6743,1,1,1,1,1,1
"3802",6745,NA,NA,1,2,2,2
"3803",6746,NA,NA,2,2,2,2
"3804",6747,NA,NA,2,2,2,2
"3805",6748,NA,NA,1,2,2,2
"3807",6751,NA,NA,1,1,2,3
"3808",6752,NA,NA,2,3,3,4
"3809",6753,NA,2,3,4,7,7
"3810",6754,NA,2,3,4,6,7
"3811",6755,NA,2,3,4,6,7
"3812",6756,NA,2,3,4,6,6
"3813",6757,NA,3,3,5,6,6
"3814",6758,NA,1,2,4,4,6
"3815",6759,NA,1,2,3,5,5
"3817",6760,NA,NA,NA,1,1,2
"3818",6762,NA,NA,NA,NA,1,1
"3819",6763,NA,NA,NA,NA,1,1
"3820",6765,NA,1,2,3,5,6
"3821",6766,NA,1,2,2,4,4
"3822",6768,NA,NA,1,1,1,2
"3823",6769,NA,NA,NA,1,1,1
"3825",6770,NA,NA,NA,1,1,2
"3826",6771,NA,NA,NA,NA,NA,1
"3827",6772,NA,NA,NA,1,1,2
"3828",6773,NA,NA,NA,1,1,2
"3829",6774,NA,NA,NA,1,1,1
"3830",6775,NA,NA,NA,1,1,2
"3831",6776,NA,NA,3,7,16,24
"3832",6779,NA,NA,5,9,17,24
"3834",6780,NA,NA,NA,1,2,3
"3835",6781,NA,1,4,10,17,25
"3836",6782,NA,NA,4,7,18,24
"3837",6783,NA,NA,NA,NA,2,3
"3838",6784,NA,1,2,6,13,18
"3839",6785,NA,NA,3,12,19,25
"3840",6786,NA,2,10,14,16,19
"3841",6787,NA,2,6,14,18,20
"3842",6788,NA,NA,3,7,13,18
"3843",6789,NA,NA,NA,NA,1,2
"3845",6790,NA,NA,NA,NA,NA,1
"3846",6791,NA,NA,NA,NA,NA,1
